Индекс,Тип региона,Регион,Город,Население
171720,обл,Тверская,Весьегонск,7330
171150,обл,Тверская,Вышний Волочек,52326
172610,обл,Тверская,Западная Двина,9376
172332,обл,Тверская,Зубцов,6937
171571,обл,Тверская,Калязин,13870
171640,обл,Тверская,Кашин,16174
171500,обл,Тверская,Кимры,49623
171250,обл,Тверская,Конаково,41303
171660,обл,Тверская,Красный Холм,5608
172110,обл,Тверская,Кувшиново,10008
171210,обл,Тверская,Лихославль,12259
172520,обл,Тверская,Нелидово,22886
172730,обл,Тверская,Осташков,18073
172380,обл,Тверская,Ржев,62026
171360,обл,Тверская,Старица,8610
170000,обл,Тверская,Тверь,403726
172000,обл,Тверская,Торжок,47702
172840,обл,Тверская,Торопец,13018
171841,обл,Тверская,Удомля,31048
636840,обл,Томская,Асино,25614
636615,обл,Томская,Кедровый,2451
636460,обл,Томская,Колпашево,24126
636000,обл,Томская,Северск,108466
636780,обл,Томская,Стрежевой,42216
634000,обл,Томская,Томск,522940
301352,обл,Тульская,Алексин,61738
301530,обл,Тульская,Белев,13918
301830,обл,Тульская,Богородицк,31897
301280,обл,Тульская,Болохово,9619
301320,обл,Тульская,Венев,15220
301760,обл,Тульская,Донской,64561
301840,обл,Тульская,Ефремов,42350
301720,обл,Тульская,Кимовск,28493
301260,обл,Тульская,Киреевск,25585
301264,обл,Тульская,Липки,8741
301650,обл,Тульская,Новомосковск,131227
301470,обл,Тульская,Плавск,16248
301205,обл,Тульская,Советск,7537
301430,обл,Тульская,Суворов,18975
300000,обл,Тульская,Тула,501129
301600,обл,Тульская,Узловая,55282
301414,обл,Тульская,Чекалин,994
301240,обл,Тульская,Щекино,58154
301030,обл,Тульская,Ясногорск,16804
668050,Респ,Тыва,Ак-Довурак,13469
667000,Респ,Тыва,Кызыл,109906
668510,Респ,Тыва,Туран,4988
668110,Респ,Тыва,Чадан,9037
668210,Респ,Тыва,Шагонар,10958
627139,обл,Тюменская,Заводоуковск,25657
627705,обл,Тюменская,Ишим,69567
626109,обл,Тюменская,Тобольск,99698
625000,обл,Тюменская,Тюмень,581758
627010,обл,Тюменская,Ялуторовск,36494
427430,Респ,Удмуртская,Воткинск,100034
427620,Респ,Удмуртская,Глазов,95835
426000,Респ,Удмуртская,Ижевск,628117
427950,Респ,Удмуртская,Камбарка,11028
427770,Респ,Удмуртская,Можга,47959
427960,Респ,Удмуртская,Сарапул,101390
433750,обл,Ульяновская,Барыш,17149
433500,обл,Ульяновская,Димитровград,122549
433030,обл,Ульяновская,Инза,18547
433300,обл,Ульяновская,Новоульяновск,16032
433380,обл,Ульяновская,Сенгилей,6959
432000,обл,Ульяновская,Ульяновск,613793
682640,край,Хабаровский,Амурск,42977
682970,край,Хабаровский,Бикин,17156
682950,край,Хабаровский,Вяземский,14556
681000,край,Хабаровский,Комсомольск-на-Амуре,263906
682460,край,Хабаровский,Николаевск-на-Амуре,22773
682800,край,Хабаровский,Советская Гавань,27712
680000,край,Хабаровский,Хабаровск,577668
655750,Респ,Хакасия,Абаза,17111
655000,Респ,Хакасия,Абакан,165183
456020,обл,Челябинская,Сим,14465
456770,обл,Челябинская,Снежинск,48896
456080,обл,Челябинская,Трехгорный,33678
457100,обл,Челябинская,Троицк,78637
456040,обл,Челябинская,Усть-Катав,23586
456439,обл,Челябинская,Чебаркуль,43405
454000,обл,Челябинская,Челябинск,1130273
457040,обл,Челябинская,Южноуральск,37890
456120,обл,Челябинская,Юрюзань,12568
364000,Респ,Чеченская,Грозный,271596
366200,Респ,Чеченская,Гудермес,45643
366500,Респ,Чеченская,,49071
366300,Респ,Чеченская,Шали,47715
429820,Чувашия,Чувашская Республика,Алатырь,38202
429330,Чувашия,Чувашская Республика,Канаш,45608
429430,Чувашия,Чувашская Республика,Козловка,10355
429570,Чувашия,Чувашская Республика,Мариинский Посад,10186
429950,Чувашия,Чувашская Республика,Новочебоксарск,124094
429900,Чувашия,Чувашская Республика,Цивильск,13478
428000,Чувашия,Чувашская Республика,Чебоксары,447929
429120,Чувашия,Чувашская Республика,Шумерля,33412
429060,Чувашия,Чувашская Республика,Ядрин,9614
689000,АО,Чукотский,Анадырь,13053
689450,АО,Чукотский,Билибино,5504
689400,АО,Чукотский,Певек,4161
678900,Респ,Саха /Якутия/,Алдан,21277
678530,Респ,Саха /Якутия/,Верхоянск,1311
678200,Респ,Саха /Якутия/,Вилюйск,10233
678141,Респ,Саха /Якутия/,Ленск,24955
678170,Респ,Саха /Якутия/,Мирный,37179
678960,Респ,Саха /Якутия/,Нерюнгри,61746
678450,Респ,Саха /Якутия/,Нюрба,10156
678100,Респ,Саха /Якутия/,Олекминск,9487
678000,Респ,Саха /Якутия/,Покровск,9495
678790,Респ,Саха /Якутия/,Среднеколымск,3525
678953,Респ,Саха /Якутия/,Томмот,8054
678188,Респ,Саха /Якутия/,Удачный,12611
677000,Респ,Саха /Якутия/,Якутск,269486
629830,АО,Ямало-Ненецкий,Губкинский,23340
629400,АО,Ямало-Ненецкий,Лабытнанги,26948
629601,АО,Ямало-Ненецкий,Муравленко,33401
629733,АО,Ямало-Ненецкий,Надым,46550
629300,АО,Ямало-Ненецкий,Новый Уренгой,104144
629800,АО,Ямало-Ненецкий,Ноябрьск,110572
629000,АО,Ямало-Ненецкий,Салехард,42494
629850,АО,Ямало-Ненецкий,Тарко-Сале,20372
152240,обл,Ярославская,Гаврилов-Ям,17792
152070,обл,Ярославская,Данилов,15861
152470,обл,Ярославская,Любим,5553
152830,обл,Ярославская,Мышкин,5932
152020,обл,Ярославская,Переславль-Залесский,41923
152850,обл,Ярославская,Пошехонье,6085
152150,обл,Ярославская,Ростов,31791
152900,обл,Ярославская,Рыбинск,200771
152300,обл,Ярославская,Тутаев,41001
152610,обл,Ярославская,Углич,34505
150000,обл,Ярославская,Ярославль,591486
